1 byte (L, U1, I1, E1 and X1 types),
2 bytes (U2, I2, E2 and X2 types),
4 byte (U4, I4, E4, X4 and R4 types),
8 bytes (U8, I8, X8 and R8 types)

Key ID|Configuration item|Type|Scale|Unit|Description
0x20910046|CFG-MSGOUT-UBX_NAV_VELNED_SPI|U1|-|-|Output rate of the UBX-NAV-VELNED message on port SPI
0x20910043|CFG-MSGOUT-UBX_NAV_VELNED_UART1|U1|-|-|Output rate of the UBX-NAV-VELNED message on port UART1
0x20910643|CFG-MSGOUT-UBX_RXM_MEAS20_I2C|U1|-|-|Output rate of the UBX-RXM-MEAS20 message on port I2C
0x20910647|CFG-MSGOUT-UBX_RXM_MEAS20_SPI|U1|-|-|Output rate of the UBX-RXM-MEAS20 message on port SPI
0x20910644|CFG-MSGOUT-UBX_RXM_MEAS20_UART1|U1|-|-|Output rate of the UBX-RXM-MEAS20 message on port UART1
0x20910648|CFG-MSGOUT-UBX_RXM_MEAS50_I2C|U1|-|-|Output rate of the UBX-RXM-MEAS50 message on port I2C
0x2091064c|CFG-MSGOUT-UBX_RXM_MEAS50_SPI|U1|-|-|Output rate of the UBX-RXM-MEAS50 message on port SPI
0x20910649|CFG-MSGOUT-UBX_RXM_MEAS50_UART1|U1|-|-|Output rate of the UBX-RXM-MEAS50 message on port UART1
0x2091063e|CFG-MSGOUT-UBX_RXM_MEASC12_I2C|U1|-|- Output rate of the UBX-RXM-MEASC12 message on port I2C|
0x20910642|CFG-MSGOUT-UBX_RXM_MEASC12_SPI|U1|-|- Output rate of the UBX-RXM-MEASC12 message on port SPI|
0x2091063f|CFG-MSGOUT-UBX_RXM_MEASC12_UART1|U1|-|- Output rate of the UBX-RXM-MEASC12 message on port UART1|
0x20910639|CFG-MSGOUT-UBX_RXM_MEASD12_I2C|U1|-|- Output rate of the UBX-RXM-MEASD12 message on port I2C|
0x2091063d|CFG-MSGOUT-UBX_RXM_MEASD12_SPI|U1|-|- Output rate of the UBX-RXM-MEASD12 message on port SPI|
0x2091063a|CFG-MSGOUT-UBX_RXM_MEASD12_UART1|U1|-|- Output rate of the UBX-RXM-MEASD12 message on port UART1|
0x20910204|CFG-MSGOUT-UBX_RXM_MEASX_I2C|U1|-|-|Output rate of the UBX-RXM-MEASX message on port I2C
0x20910208|CFG-MSGOUT-UBX_RXM_MEASX_SPI|U1|-|-|Output rate of the UBX-RXM-MEASX message on port SPI
0x20910205|CFG-MSGOUT-UBX_RXM_MEASX_UART1|U1|-|-|Output rate of the UBX-RXM-MEASX message on port UART1
0x2091025e|CFG-MSGOUT-UBX_RXM_RLM_I2C|U1|-|-|Output rate of the UBX-RXM-RLM message on port I2C
0x20910262|CFG-MSGOUT-UBX_RXM_RLM_SPI|U1|-|-|Output rate of the UBX-RXM-RLM message on port SPI
0x2091025f|CFG-MSGOUT-UBX_RXM_RLM_UART1|U1|-|-|Output rate of the UBX-RXM-RLM message on port UART1
0x20910231|CFG-MSGOUT-UBX_RXM_SFRBX_I2C|U1|-|-|Output rate of the UBX-RXM-SFRBX message on port I2C
0x20910235|CFG-MSGOUT-UBX_RXM_SFRBX_SPI|U1|-|-|Output rate of the UBX-RXM-SFRBX message on port SPI
0x20910232|CFG-MSGOUT-UBX_RXM_SFRBX_UART1|U1|-|-|Output rate of the UBX-RXM-SFRBX message on port UART1
0x20910178|CFG-MSGOUT-UBX_TIM_TM2_I2C|U1|-|-|Output rate of the UBX-TIM-TM2 message on port I2C
0x2091017c|CFG-MSGOUT-UBX_TIM_TM2_SPI|U1|-|-|Output rate of the UBX-TIM-TM2 message on port SPI
0x20910179|CFG-MSGOUT-UBX_TIM_TM2_UART1|U1|-|-|Output rate of the UBX-TIM-TM2 message on port UART1
0x2091017d|CFG-MSGOUT-UBX_TIM_TP_I2C|U1|-|-|Output rate of the UBX-TIM-TP message on port I2C
0x20910181|CFG-MSGOUT-UBX_TIM_TP_SPI|U1|-|-|Output rate of the UBX-TIM-TP message on port SPI
0x2091017e|CFG-MSGOUT-UBX_TIM_TP_UART1|U1|-|-|Output rate of the UBX-TIM-TP message on port UART1
0x20910092|CFG-MSGOUT-UBX_TIM_VRFY_I2C|U1|-|-|Output rate of the UBX-TIM-VRFY message on port I2C
0x20910096|CFG-MSGOUT-UBX_TIM_VRFY_SPI|U1|-|-|Output rate of the UBX-TIM-VRFY message on port SPI
0x20910093|CFG-MSGOUT-UBX_TIM_VRFY_UART1|U1|-|-|Output rate of the UBX-TIM-VRFY message on port UART1
0x20110011|CFG-NAVSPG-FIXMODE|E1|-|-|Position fix mode See Table 21 below for a list of possible constants for this item.
0x10110013|CFG-NAVSPG-INIFIX3D|L|-|-|Initial fix must be a 3D fix
0x30110017|CFG-NAVSPG-WKNROLLOVER|U2|-|-|GPS week rollover number GPS week numbers will be set correctly from this week up to 1024 weeks after this week.  Range is from 1 to 4096.
0x2011001c|CFG-NAVSPG-UTCSTANDARD|E1|-|-|UTC standard to be used See section GNSS time base in the integration manual.  See Table 22 below for a list of possible constants for this item.
0x20110021|CFG-NAVSPG-DYNMODEL|E1|-|-|Dynamic platform model See Table 23 below for a list of possible constants for this item.
0x10110025|CFG-NAVSPG-ACKAIDING|L|-|-|Acknowledge assistance input messages
0x10110061|CFG-NAVSPG-USE_USRDAT|L|-|-|Use user geodetic datum parameters This must be set together with all CFG-NAVSPG-USERDAT_* parameters.
0x50110062|CFG-NAVSPG-USRDAT_MAJA|R8|-|m|Geodetic datum semi-major axis Accepted range is from 6,300,000.0 to 6,500,000.0 meters This will only be used if CFG-NAVSPG-USE_USERDAT is set. It must be set together with all other CFG-NAVSPG- USERDAT_... parameters.
0x50110063|CFG-NAVSPG-USRDAT_FLAT|R8|-|-|Geodetic datum 1.0 / flattening Accepted range is 0.0 to 500.0.  This will only be used if CFG-NAVSPG-USE_USERDAT is set. It must be set together with all other CFG-NAVSPG- USERDAT_... parameters.
0x40110064|CFG-NAVSPG-USRDAT_DX|R4|-|m|Geodetic datum X axis shift at the origin Accepted range is +/- 5000.0 meters.  This will only be used if CFG-NAVSPG-USE_USERDAT is set. It must be set together with all other CFG-NAVSPG- USERDAT_... parameters.
0x40110065|CFG-NAVSPG-USRDAT_DY|R4|-|m|Geodetic datum Y axis shift at the origin Accepted range is +/- 5000.0 meters.  This will only be used if CFG-NAVSPG-USE_USERDAT is set. It must be set together with all other CFG-NAVSPG- USERDAT_... parameters.
0x40110066|CFG-NAVSPG-USRDAT_DZ|R4|-|m|Geodetic datum Z axis shift at the origin Accepted range is +/- 5000.0 meters.  This will only be used if CFG-NAVSPG-USE_USERDAT is set. It must be set together with all other CFG-NAVSPG- USERDAT_.. parameters.
0x40110067|CFG-NAVSPG-USRDAT_ROTX|R4|-|arcsec|Geodetic datum rotation about the X axis Accepted range is +/- 20.0 milli arc seconds.  This will only be used if CFG-NAVSPG-USE_USERDAT is set. It must be set together with all other CFG-NAVSPG- USERDAT_... parameters.
0x40110068|CFG-NAVSPG-USRDAT_ROTY|R4|-|arcsec|Geodetic datum rotation about the Y axis () Accepted range is +/- 20.0 milli-arc seconds.  This will only be used if CFG-NAVSPG-USE_USERDAT is set. It must be set together with all other CFG-NAVSPG- USERDAT_* parameters.
0x40110069|CFG-NAVSPG-USRDAT_ROTZ|R4|-|arcsec|Geodetic datum rotation about the Z axis Accepted range is +/- 20.0 milli-arc seconds.  This will only be used if CFG-NAVSPG-USE_USERDAT is set. It must be set together with all other CFG-NAVSPG- USERDAT_... parameters.
0x4011006a|CFG-NAVSPG-USRDAT_SCALE|R4|-|ppm|Geodetic datum scale factor Accepted range is 0.0 to 50.0 parts per million.  This will only be used if CFG-NAVSPG-USE_USERDAT is set. It must be set together with all other CFG-NAVSPG- USERDAT_... parameters.
0x201100a1|CFG-NAVSPG-INFIL_MINSVS|U1|-|-|Minimum number of satellites for navigation
0x201100a2|CFG-NAVSPG-INFIL_MAXSVS|U1|-|-|Maximum number of satellites for navigation
0x201100a3|CFG-NAVSPG-INFIL_MINCNO|U1|-|dBHz|Minimum satellite signal level for navigation
0x201100a4|CFG-NAVSPG-INFIL_MINELEV|I1|-|deg|Minimum elevation for a GNSS satellite to be used in navigation
0x201100aa|CFG-NAVSPG-INFIL_NCNOTHRS|U1|-|-|Number of satellites required to have C/N0 above CFG-NAVSPG-INFIL_CNOTHRS for a fix to be attempted
0x201100ab|CFG-NAVSPG-INFIL_CNOTHRS|U1|-|-|C/N0 threshold for deciding whether to attempt a fix
0x301100b1|CFG-NAVSPG-OUTFIL_PDOP|U2|0.1|-|Output filter position DOP mask (threshold)
0x301100b2|CFG-NAVSPG-OUTFIL_TDOP|U2|0.1|-|Output filter time DOP mask (threshold)
0x301100b3|CFG-NAVSPG-OUTFIL_PACC|U2|-|m|Output filter position accuracy mask (threshold)
0x301100b4|CFG-NAVSPG-OUTFIL_TACC|U2|-|m|Output filter time accuracy mask (threshold)
0x301100b5|CFG-NAVSPG-OUTFIL_FACC|U2|0.01|m/s|Output filter frequency accuracy mask (threshold)
0x401100c1|CFG-NAVSPG-CONSTR_ALT|I4|0.01|m|Fixed altitude (mean sea level) for 2D fix mode
0x401100c2|CFG-NAVSPG-CONSTR_ALTVAR|U4|0.0001|m^2|Fixed altitude variance for 2D mode
0x201100c4|CFG-NAVSPG-CONSTR_DGNSSTO|U1|-|s|DGNSS timeout
0x201100d6|CFG-NAVSPG-SIGATTCOMP|E1|-|-|Permanently attenuated signal compensation mode See Table 24 below for a list of possible constants for this item.
0x20930001|CFG-NMEA-PROTVER|E1|-|-|NMEA protocol version See Table 26 below for a list of possible constants for this item.
0x20930002|CFG-NMEA-MAXSVS|E1|-|-|Maximum number of SVs to report per Talker ID See Table 27 below for a list of possible constants for this item.
0x10930003|CFG-NMEA-COMPAT|L|-|-|Enable compatibility mode This might be needed for certain applications, e.g. for an NMEA parser that expects a fixed number of digits in position coordinates.
0x10930004|CFG-NMEA-CONSIDER|L|-|-|Enable considering mode This will affect NMEA output used satellite count. If set, also considered satellites (e.g. RAIMED) are counted as used satellites as well.
0x10930005|CFG-NMEA-LIMIT82|L|-|-|Enable strict limit to 82 characters maximum NMEA message length
0x10930006|CFG-NMEA-HIGHPREC|L|-|-|Enable high precision mode This flag cannot be set in conjunction with either CFG-NMEA-COMPAT or CFG-NMEA-LIMIT82 mode.
0x20930007|CFG-NMEA-SVNUMBERING|E1|-|-|Display configuration for SVs that do not have value defined in NMEA Configures the display of satellites that do not have an NMEA-defined value.  Note: this does not apply to satellites with an unknown ID.  See also Satellite Numbering.  See Table 28 below for a list of possible constants for this item.
0x10930011|CFG-NMEA-FILT_GPS|L|-|-|Disable reporting of GPS satellites
0x10930012|CFG-NMEA-FILT_SBAS|L|-|-|Disable reporting of SBAS satellites
0x10930013|CFG-NMEA-FILT_GAL|L|-|-|Disable reporting of Galileo satellites
0x10930015|CFG-NMEA-FILT_QZSS|L|-|-|Disable reporting of QZSS satellites
0x10930016|CFG-NMEA-FILT_GLO|L|-|-|Disable reporting of GLONASS satellites
0x10930017|CFG-NMEA-FILT_BDS|L|-|-|Disable reporting of BeiDou satellites
0x10930021|CFG-NMEA-OUT_INVFIX|L|-|-|Enable position output for failed or invalid fixes
0x10930022|CFG-NMEA-OUT_MSKFIX|L|-|-|Enable position output for invalid fixes
0x10930023|CFG-NMEA-OUT_INVTIME|L|-|-|Enable time output for invalid times
0x10930024|CFG-NMEA-OUT_INVDATE|L|-|-|Enable date output for invalid dates
0x10930025|CFG-NMEA-OUT_ONLYGPS|L|-|-|Restrict output to GPS satellites only
0x10930026|CFG-NMEA-OUT_FROZENCOG|L|-|-|Enable course over ground output even if it is frozen
0x20930031|CFG-NMEA-MAINTALKERID|E1|-|-|Main Talker ID By default the main Talker ID (i.e. the Talker ID used for all messages other than GSV) is determined by the GNSS assignment of the receiver's channels (see CFG-SIGNAL).  This field enables the main Talker ID to be overridden.  See Table 29 below for a list of possible constants for this item.
0x20930032|CFG-NMEA-GSVTALKERID|E1|-|-|Talker ID for GSV NMEA messages By default the Talker ID for GSV messages is GNSS-specific (as defined by NMEA).  This field enables the GSV Talker ID to be overridden.  See Table 30 below for a list of possible constants for this item.
0x30930033|CFG-NMEA-BDSTALKERID|U2|-|-|BeiDou Talker ID Sets the two ASCII characters that should be used for the BeiDou Talker ID.  If these are set to zero, the default BeiDou Talker ID will be used.
0x10220001|CFG-ODO-USE_ODO|L|-|-|Use odometer
0x10220002|CFG-ODO-USE_COG|L|-|-|Use low-speed course over ground filter
0x10220003|CFG-ODO-OUTLPVEL|L|-|-|Output low-pass filtered velocity
0x10220004|CFG-ODO-OUTLPCOG|L|-|-|Output low-pass filtered course over ground (heading)
0x20220005|CFG-ODO-PROFILE|E1|-|-|Odometer profile configuration See Table 32 below for a list of possible constants for this item.
0x20220021|CFG-ODO-COGMAXSPEED|U1|1e-1|m/s|Upper speed limit for low-speed course over ground filter
0x20220022|CFG-ODO-COGMAXPOSACC|U1|-|-|Maximum acceptable position accuracy for computing low-speed filtered course over ground
0x20220031|CFG-ODO-VELLPGAIN|U1|-|-|Velocity low-pass filter level Range is from 0 to 255.
0x20220032|CFG-ODO-COGLPGAIN|U1|-|-|Course over ground low-pass filter level (at speed < 8 m/s) Range is from 0 to 255.
0x20d00001|CFG-PM-OPERATEMODE|E1|-|-|General mode of operation.  Setting this to either PSMOO or PSMCT will turn the corresponding mode on. Setting this to FULL will turn any PSM off.  See the integration manual for details.  See Table 34 below for a list of possible constants for this item.
0x40d00002|CFG-PM-POSUPDATEPERIOD|U4|-|s|Position update period for PSMOO.  Allowed range: >= 5 s and smaller than the number of seconds in a week. If set to 0, the receiver will never retry a fix and will wait for external events.
0x40d00003|CFG-PM-ACQPERIOD|U4|-|s|Acquisition period used if the receiver previously failed to achieve a position fix.  If set to 0, the receiver will never retry an acquisition and will wait for external events.
0x40d00004|CFG-PM-GRIDOFFSET|U4|-|s|Position update period grid offset relative to GPS start of week.  If set to 0, the position update periods are aligned to the GPS week.
0x30d00005|CFG-PM-ONTIME|U2|-|s|Time to stay in Tracking state.  If set to 0, the receiver will only very briefly enter tracking state (after acquisition) and then go back to inactive.
0x20d00006|CFG-PM-MINACQTIME|U1|-|s|Minimum time to spend in Acquisition state
0x20d00007|CFG-PM-MAXACQTIME|U1|-|s|Maximum time to spend in Acquisition state If 0: bound disabled (see the Maximum startup state duration section in the integration manual for details).
0x10d00008|CFG-PM-DONOTENTEROFF|L|-|-|Behavior of receiver in case it cannot achieve a position fix during a position update period.  Disable to make the receiver enter (Inactive) Awaiting next search state, enable to make the receiver not enter (Inactive) Awaiting next search state but keep trying to acquire a fix instead.
0x10d00009|CFG-PM-WAITTIMEFIX|L|-|-|Wait for time fix Disable to wait for normal fix OK before starting ONTIME, enable to wait for time fix OK before starting ONTIME.
0x10d0000a|CFG-PM-UPDATEEPH|L|-|-|Update ephemeris regularly.  Disable to not wake up to update ephemeris data, enable adds extra wake-up cycles to update the ephemeris data.
0x10d0000c|CFG-PM-EXTINTWAKE|L|-|-|EXTINT pin control (Wake) Enable to keep receiver awake as long as selected EXTINT pin is "high".
0x10d0000d|CFG-PM-EXTINTBACKUP|L|-|-|EXTINT pin control (Backup) Enable to force receiver into BACKUP mode when selected EXTINT pin is "low".
0x10d0000e|CFG-PM-EXTINTINACTIVE|L|-|-|EXTINT pin control (Inactive) Enable to force backup in case EXTINT pin is inactive for time longer than CFG-PM-EXTINTINACTIVITY.
0x40d0000f|CFG-PM-EXTINTINACTIVITY|U4|0.001|s|Inactivity time out on EXTINT pin if enabled
0x10d00010|CFG-PM-LIMITPEAKCURR|L|-|-|Limit peak current
0x10370005|CFG-QZSS-USE_SLAS_DGNSS|L|-|-|Apply QZSS SLAS DGNSS corrections
0x10370006|CFG-QZSS-USE_SLAS_TESTMODE|L|-|-|Use QZSS SLAS data when it is in test mode (SLAS msg 0)
0x10370007|CFG-QZSS-USE_SLAS_RAIM_UNCORR|L|-|-|Raim out measurements that are not corrected by QZSS SLAS, if at least 5 measurements are corrected
0x30370008|CFG-QZSS-SLAS_MAX_BASELINE|U2|-|km|Maximum baseline distance to closest GMS SLAS corrections are only applied if the receiver is at most this far away from the closest ground monitoring station (GMS). Note that due to the nature of the service, the usefulness of corrections degrades with distance. When far away from GMS, SBAS may be a better correction source.
0x30210001|CFG-RATE-MEAS|U2|0.001|s|Nominal time between GNSS measurements E.g. 100 ms results in 10 Hz measurement rate, 1000 ms = 1 Hz measurement rate. The minimum value is 25.
0x30210002|CFG-RATE-NAV|U2|-|-|Ratio of number of measurements to number of navigation solutions E.g. 5 means five measurements for every navigation solution. The minimum value is 1. The maximum value is 127.
0x20210003|CFG-RATE-TIMEREF|E1|-|-|Time system to which measurements are aligned See Table 37 below for a list of possible constants for this item.
0x10c70001|CFG-RINV-DUMP|L|-|-|Dump data at startup When true, data will be dumped to the interface on startup, unless CFG-RINV-BINARY is set.
0x10c70002|CFG-RINV-BINARY|L|-|-|Data is binary When true, the data is treated as binary data.
0x20c70003|CFG-RINV-DATA_SIZE|U1|-|-|Size of data Size of data to store/be stored in the remote inventory (maximum 30 bytes).
0x50c70004|CFG-RINV-CHUNK0|X8|-|-|Data bytes 1-8 (LSB) Data to store/be stored in remote inventory - max 8 bytes, left-most in LSB, e.g. string ABCD will appear as 0x44434241.
0x50c70005|CFG-RINV-CHUNK1|X8|-|-|Data bytes 9-16 Data to store/be stored in remote inventory - max 8 bytes, left-most in LSB, e.g. string ABCD will appear as 0x44434241.
0x50c70006|CFG-RINV-CHUNK2|X8|-|-|Data bytes 17-24 Data to store/be stored in remote inventory - max 8 bytes, left-most in LSB, e.g. string ABCD will appear as 0x44434241.
0x50c70007|CFG-RINV-CHUNK3|X8|-|-|Data bytes 25-30 (MSB) Data to store/be stored in remote inventory - max 6 bytes, left-most in LSB, e.g. string ABCD will appear as 0x44434241.
0x10360002|CFG-SBAS-USE_TESTMODE|L|-|-|Use SBAS data when it is in test mode (SBAS msg 0)
0x10360003|CFG-SBAS-USE_RANGING|L|-|-|Use SBAS GEOs as a ranging source (for navigation)
0x10360004|CFG-SBAS-USE_DIFFCORR|L|-|-|Use SBAS differential corrections
0x10360005|CFG-SBAS-USE_INTEGRITY|L|-|-|Use SBAS integrity information If enabled, the receiver will only use GPS satellites for which integrity information is available
0x50360006|CFG-SBAS-PRNSCANMASK|X8|-|-|SBAS PRN search configuration This configuration item determines which SBAS PRNs should be searched. Setting it to 0 indicates auto-scanning all SBAS PRNs. For non-zero values the bits correspond to the allocated SBAS PRNs ranging from PRN120 (bit 0) to PRN158 (bit 38), where a bit set enables searching for the corresponding PRN.  See Table 40 below for a list of possible constants for this item.
0x10f60009|CFG-SEC-CFG_LOCK|L|-|-|Configuration lockdown When set, receiver configuration is locked and cannot be changed any more.
0x30f6000a|CFG-SEC-CFG_LOCK_UNLOCKGRP1|U2|-|-|Configuration lockdown exempted group 1 This item can be set before enabling the configuration lockdown. It will make writes to the specified group possible after the configuration lockdown has been enabled.
0x30f6000b|CFG-SEC-CFG_LOCK_UNLOCKGRP2|U2|-|-|Configuration lockdown exempted group 2 This item can be set before enabling the configuration lockdown. It will make writes to the specified group possible after the configuration lockdown has been enabled.
0x1031001f|CFG-SIGNAL-GPS_ENA|L|-|-|GPS enable
0x10310001|CFG-SIGNAL-GPS_L1CA_ENA|L|-|-|GPS L1C/A
0x10310020|CFG-SIGNAL-SBAS_ENA|L|-|-|SBAS enable
0x10310005|CFG-SIGNAL-SBAS_L1CA_ENA|L|-|-|SBAS L1C/A
0x10310021|CFG-SIGNAL-GAL_ENA|L|-|-|Galileo enable
0x10310007|CFG-SIGNAL-GAL_E1_ENA|L|-|-|Galileo E1
0x10310022|CFG-SIGNAL-BDS_ENA|L|-|-|BeiDou Enable
0x1031000d|CFG-SIGNAL-BDS_B1_ENA|L|-|-|BeiDou B1I
0x1031000f|CFG-SIGNAL-BDS_B1C_ENA|L|-|-|BeiDou B1C
0x10310024|CFG-SIGNAL-QZSS_ENA|L|-|-|QZSS enable
0x10310012|CFG-SIGNAL-QZSS_L1CA_ENA|L|-|-|QZSS L1C/A
0x10310014|CFG-SIGNAL-QZSS_L1S_ENA|L|-|-|QZSS L1S
0x10310025|CFG-SIGNAL-GLO_ENA|L|-|-|GLONASS enable
0x10310018|CFG-SIGNAL-GLO_L1_ENA|L|-|-|GLONASS L1
0x20640001|CFG-SPI-MAXFF|U1|-|-|Number of bytes containing 0xFF to receive before switching off reception. Range: 0 (mechanism off) - 63
0x10640002|CFG-SPI-CPOLARITY|L|-|-|Clock polarity select: 0: Active Hight Clock, SCLK idles low, 1: Active Low Clock, SCLK idles high
0x10640003|CFG-SPI-CPHASE|L|-|-|Clock phase select: 0: Data captured on first edge of SCLK, 1: Data captured on second edge of SCLK
0x10640005|CFG-SPI-EXTENDEDTIMEOUT|L|-|-|Flag to disable timeouting the interface after 1.5s
0x10640006|CFG-SPI-ENABLED|L|-|-|Flag to indicate if the SPI interface should be enabled
0x10790001|CFG-SPIINPROT-UBX|L|-|-|Flag to indicate if UBX should be an input protocol on SPI
0x10790002|CFG-SPIINPROT-NMEA|L|-|-|Flag to indicate if NMEA should be an input protocol on SPI
0x107a0001|CFG-SPIOUTPROT-UBX|L|-|-|Flag to indicate if UBX should be an output protocol on SPI
0x107a0002|CFG-SPIOUTPROT-NMEA|L|-|-|Flag to indicate if NMEA should be an output protocol on SPI
0x20050023|CFG-TP-PULSE_DEF|E1|-|-|Determines whether the time pulse is interpreted as frequency or period See Table 47 below for a list of possible constants for this item.
0x20050030|CFG-TP-PULSE_LENGTH_DEF|E1|-|-|Determines whether the time pulse length is interpreted as length[us] or pulse ratio[%] See Table 48 below for a list of possible constants for this item.
0x30050001|CFG-TP-ANT_CABLEDELAY|I2|1e-9|s|Antenna cable delay
0x40050002|CFG-TP-PERIOD_TP1|U4|1e-6|s|Time pulse period (TP1)
0x40050003|CFG-TP-PERIOD_LOCK_TP1|U4|1e-6|s|Time pulse period when locked to GNSS time (TP1) Only used if CFG-TP-USE_LOCKED_TP1 is set.
0x40050024|CFG-TP-FREQ_TP1|U4|-|Hz|Time pulse frequency (TP1) This will only be used if CFG-TP-PULSE_DEF=FREQ.
0x40050025|CFG-TP-FREQ_LOCK_TP1|U4|-|Hz|Time pulse frequency when locked to GNSS time (TP1) Only used if CFG-TP-USE_LOCKED_TP1 is set.
0x40050004|CFG-TP-LEN_TP1|U4|1e-6|s|Time pulse length (TP1)
0x40050005|CFG-TP-LEN_LOCK_TP1|U4|1e-6|s|Time pulse length when locked to GNSS time (TP1) Only used if CFG-TP-USE_LOCKED_TP1 is set.
0x5005002a|CFG-TP-DUTY_TP1|R8|-|%|Time pulse duty cycle (TP1) Only used if CFG-TP-PULSE_LENGTH_DEF=RATIO is set.
0x5005002b|CFG-TP-DUTY_LOCK_TP1|R8|-|%|Time pulse duty cycle when locked to GNSS time (TP1) Only used if CFG-TP-PULSE_LENGTH_DEF=RATIO and CFG-TP-USE_LOCKED_TP1 are set.
0x40050006|CFG-TP-USER_DELAY_TP1|I4|1e-9|s|User-configurable time pulse delay (TP1)
0x10050007|CFG-TP-TP1_ENA|L|-|-|Enable the first timepulse if pin associated with time pulse is assigned for another function, the other function takes precedence.  Must be set for frequency-time products.
0x10050008|CFG-TP-SYNC_GNSS_TP1|L|-|-|Sync time pulse to GNSS time or local clock (TP1) If set, sync to GNSS if GNSS time is valid otherwise, if not set or not available, use local clock.  Ignored by time-frequency product variants, which will attempt to use the best available time/frequency reference (not necessarily GNSS).  This flag can be unset only in Timing product variants.
0x10050009|CFG-TP-USE_LOCKED_TP1|L|-|-|Use locked parameters when possible (TP1) If set, use CFG-TP-PERIOD_LOCK_TP1 and CFG-TP-LEN_LOCK_TP1 as soon as GNSS time is valid. Otherwise if not valid or not set, use CFG-TP-PERIOD_TP1 and CFG-TP-LEN_TP1.
0x1005000a|CFG-TP-ALIGN_TO_TOW_TP1|L|-|-|Align time pulse to top of second (TP1) To use this feature, CFG-TP-USE_LOCKED_TP1 must be set.  Time pulse period must be an integer fraction of 1 second.  Ignored in time-frequency product variants, where it is assumed always enabled.
0x1005000b|CFG-TP-POL_TP1|L|-|-|Set time pulse polarity (TP1) false (0) : falling edge at top of second.  true (1) : rising edge at top of second.
0x2005000c|CFG-TP-TIMEGRID_TP1|E1|-|-|Time grid to use (TP1) Only relevant if CFG-TP-USE_LOCKED_TP1 and ALIGN_TO_TOW_TP1 are set.  Note that configured GNSS time is estimated by the receiver if locked to any GNSS system. If the receiver has a valid GNSS fix it will attempt to steer the TP to the specified time grid even if the specified time is not based on information from the constellation's satellites. To ensure timing based purely on a given GNSS, restrict the supported constellations in CFG-SIGNAL-*.  See Table 49 below for a list of possible constants for this item.
0x10a20001|CFG-TXREADY-ENABLED|L|-|-|Flag to indicate if TX ready pin mechanism should be enabled
0x10a20002|CFG-TXREADY-POLARITY|L|-|-|The polarity of the TX ready pin: false:high- active, true:low-active
0x20a20003|CFG-TXREADY-PIN|U1|-|-|Pin number to use for the TX ready functionality
0x30a20004|CFG-TXREADY-THRESHOLD|U2|-|-|Amount of data that should be ready on the interface before triggering the TX ready pin
0x20a20005|CFG-TXREADY-INTERFACE|E1|-|-|Interface where the TX ready feature should be linked to See Table 51 below for a list of possible constants for this item.
0x40520001|CFG-UART1-BAUDRATE|U4|-|-|The baud rate that should be configured on the UART1
0x20520002|CFG-UART1-STOPBITS|E1|-|-|Number of stopbits that should be used on UART1 See Table 53 below for a list of possible constants for this item.
0x20520003|CFG-UART1-DATABITS|E1|-|-|Number of databits that should be used on UART1 See Table 54 below for a list of possible constants for this item.
0x20520004|CFG-UART1-PARITY|E1|-|-|Parity mode that should be used on UART1 See Table 55 below for a list of possible constants for this item.
0x10520005|CFG-UART1-ENABLED|L|-|-|Flag to indicate if the UART1 should be enabled
0x10730001|CFG-UART1INPROT-UBX|L|-|-|Flag to indicate if UBX should be an input protocol on UART1
0x10730002|CFG-UART1INPROT-NMEA|L|-|-|Flag to indicate if NMEA should be an input protocol on UART1
0x10740001|CFG-UART1OUTPROT-UBX|L|-|-|Flag to indicate if UBX should be an output protocol on UART1
0x10740002|CFG-UART1OUTPROT-NMEA|L|-|-|Flag to indicate if NMEA should be an output protocol on UART1
